Row;s_RTS_code;e_full_name;s_sec_type_name_dop;s_sec_form_name_full;s_zagolovok_adr;s_ISIN_code;s_CFI_code_2;s_trade_lot;s_step_price;s_currency_kotir;s_trade_in_date;f_is_exchanged;f_invc_full_name;КВАЛ;Торговый календарь
1503;RARE;Ultragenyx Pharmaceutical Inc.;Акции;Акции иностранного эмитента обыкновенные;;US90400D1081;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;Ultragenyx Pharmaceutical Inc.;НЕТ;Эмитенты с листингом в США
1504;RBA;RB Global, Inc.;Акции;Акции иностранного эмитента обыкновенные;;CA74935Q1072;ESVUFR;1,00;0,01;USD;29.03.2023 0:00:00;;RB Global, Inc.;ДА;Эмитенты с листингом в США
1505;RBC;RBC Bearings Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US75524B1044;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;RBC Bearings Incorporated;НЕТ;Эмитенты с листингом в США
1506;RBLX;Roblox Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US7710491033;ESVUFR;1,00;0,01;USD;16.07.2021 0:00:00;;Roblox Corporation;НЕТ;Эмитенты с листингом в США
1507;RCL;Royal Caribbean Cruises Ltd.;Акции;Акции иностранного эмитента обыкновенные;;LR0008862868;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00;;Royal Caribbean Cruises Ltd.;НЕТ;Эмитенты с листингом в США
1508;RCUS;Arcus Biosciences, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US03969F1093;ESVUFR;1,00;0,01;USD;28.01.2022 0:00:00;;Arcus Biosciences, Inc.;НЕТ;Эмитенты с листингом в США
1509;RDFN;Redfin Corporation;Акции;Акции иностранного эмитента обыкновенные;;US75737F1084;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;Redfin Corporation;НЕТ;Эмитенты с листингом в США
1510;RDN;Radian Group Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7502361014;ESVUFR;1,00;0,01;USD;08.08.2022 0:00:00;;Radian Group Inc.;НЕТ;Эмитенты с листингом в США
1511;RE;Everest Re Group, Ltd.;Акции;Акции иностранного эмитента обыкновенные;;BMG3223R1088;ESVUFR;1,00;0,01;USD;31.08.2017 0:00:00;;Everest Re Group, Ltd.;НЕТ;Эмитенты с листингом в США
1512;REG;Regency Centers Corporation;Акции;Акции иностранного эмитента обыкновенные;;US7588491032;ESVUFR;1,00;0,01;USD;31.08.2017 0:00:00;;Regency Centers Corporation;НЕТ;Эмитенты с листингом в США
1513;REGN;Regeneron Pharmaceuticals, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US75886F1075;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00;;Regeneron Pharmaceuticals, Inc.;НЕТ;Эмитенты с листингом в США
1514;RELY;Remitly Global, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US75960P1049;ESVUFR;1,00;0,01;USD;03.10.2022 0:00:00;;Remitly Global, Inc.;НЕТ;Эмитенты с листингом в США
1515;RETA;Reata Pharmaceuticals, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US75615P1030;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;Reata Pharmaceuticals, Inc.;НЕТ;Эмитенты с листингом в США
1516;REX;REX American Resources Corporation;Акции;Акции иностранного эмитента обыкновенные;;US7616241052;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;REX American Resources Corporation;НЕТ;Эмитенты с листингом в США
1517;REYN;Reynolds Consumer Products Inc.;Акции;Акции иностранного эмитента обыкновенные;;US76171L1061;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;Reynolds Consumer Products Inc.;НЕТ;Эмитенты с листингом в США
1518;REZI;Resideo Technologies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US76118Y1047;ESVUFR;1,00;0,01;USD;13.11.2018 0:00:00;;Resideo Technologies, Inc.;НЕТ;Эмитенты с листингом в США
1519;RF;Regions Financial Corporation;Акции;Акции иностранного эмитента обыкновенные;;US7591EP1005;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00;;Regions Financial Corporation;НЕТ;Эмитенты с листингом в США
1520;RGA;Reinsurance Group of America, Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US7593516047;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;Reinsurance Group of America, Incorporated;НЕТ;Эмитенты с листингом в США
1521;RGEN;Repligen Corporation;Акции;Акции иностранного эмитента обыкновенные;;US7599161095;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;Repligen Corporation;НЕТ;Эмитенты с листингом в США
1522;RGLD;Royal Gold, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7802871084;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;Royal Gold, Inc.;НЕТ;Эмитенты с листингом в США
1523;RGNX;REGENXBIO Inc.;Акции;Акции иностранного эмитента обыкновенные;;US75901B1070;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;REGENXBIO Inc.;НЕТ;Эмитенты с листингом в США
1524;RGR;Sturm, Ruger & Company, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8641591081;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;Sturm, Ruger & Company, Inc.;НЕТ;Эмитенты с листингом в США
1525;RH;RH;Акции;Акции иностранного эмитента обыкновенные;;US74967X1037;ESVUFR;1,00;0,01;USD;04.04.2019 0:00:00;;RH;НЕТ;Эмитенты с листингом в США
1526;RHI;Robert Half International Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7703231032;ESVUFR;1,00;0,01;USD;26.10.2016 0:00:00;;Robert Half International Inc.;НЕТ;Эмитенты с листингом в США
1527;RHM@DE;Rheinmetall Aktiengesellschaft;Акции;Акции иностранного эмитента обыкновенные;;DE0007030009;ESVUFB;1,00;0,01;EUR;01.03.2021 0:00:00;;Rheinmetall Aktiengesellschaft;НЕТ;Эмитенты с листингом в ФРГ
1528;RIDEold;Lordstown Motors Corp.;Акции;Акции иностранного эмитента обыкновенные класса A;;US54405Q1004;ESVUFR;1,00;0,01;USD;01.06.2021 0:00:00;;Lordstown Motors Corp.;НЕТ;Эмитенты с листингом в США
1529;RIG;Transocean Ltd.;Акции;Акции иностранного эмитента обыкновенные;;CH0048265513;ESVTFR;1,00;0,01;USD;01.06.2017 0:00:00;;Transocean Ltd.;НЕТ;Эмитенты с листингом в США
1530;RIOT;Riot Platforms, Inc. ;Акции;Акции иностранного эмитента обыкновенные;;US7672921050;ESVUFR;1,00;0,01;USD;10.11.2021 0:00:00;;Riot Platforms, Inc. ;НЕТ;Эмитенты с листингом в США
1531;RITM;Rithm Capital Corp.;Акции;Акции иностранного эмитента обыкновенные;;US64828T2015;ESRUFR;1,00;0,01;USD;03.10.2022 0:00:00;;Rithm Capital Corp.;НЕТ;Эмитенты с листингом в США
1532;RIVN;Rivian Automotive, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US76954A1034;ESVUFR;1,00;0,01;USD;17.11.2021 0:00:00;;Rivian Automotive, Inc.;НЕТ;Эмитенты с листингом в США
1533;RJF;Raymond James Financial, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7547301090;ESVUFR;1,00;0,01;USD;31.08.2017 0:00:00;;Raymond James Financial, Inc.;НЕТ;Эмитенты с листингом в США
1534;RKLB;Rocket Lab USA, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7731221062;ESVUFR;1,00;0,01;USD;28.12.2021 0:00:00;;Rocket Lab USA, Inc.;НЕТ;Эмитенты с листингом в США
1535;RKT;Rocket Companies, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US77311W1018;ESVUFR;1,00;0,01;USD;03.10.2022 0:00:00;;Rocket Companies, Inc.;НЕТ;Эмитенты с листингом в США
1536;RL;Ralph Lauren Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US7512121010;ESVUFR;1,00;0,01;USD;18.05.2017 0:00:00;;Ralph Lauren Corporation;НЕТ;Эмитенты с листингом в США
1537;RLAY;Relay Therapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US75943R1023;ESVUFR;1,00;0,01;USD;03.10.2022 0:00:00;;Relay Therapeutics, Inc.;НЕТ;Эмитенты с листингом в США
1538;RMD;ResMed Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7611521078;ESVUFR;1,00;0,01;USD;31.01.2019 0:00:00;;ResMed Inc.;НЕТ;Эмитенты с листингом в США
1539;RNG;RingCentral, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US76680R2067;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;RingCentral, Inc.;НЕТ;Эмитенты с листингом в США
1540;RNR;RenaissanceRe Holdings Ltd.;Акции;Акции иностранного эмитента обыкновенные;;BMG7496G1033;ESVUFR;1,00;0,01;USD;26.10.2021 0:00:00;;RenaissanceRe Holdings Ltd.;НЕТ;Эмитенты с листингом в США
1541;ROCK;Gibraltar Industries, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US3746891072;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;Gibraltar Industries, Inc.;НЕТ;Эмитенты с листингом в США
1542;ROG;Rogers Corporation;Акции;Акции иностранного эмитента обыкновенные;;US7751331015;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;Rogers Corporation;НЕТ;Эмитенты с листингом в США
1543;ROK;Rockwell Automation, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7739031091;ESVUFR;1,00;0,01;USD;26.10.2016 0:00:00;;Rockwell Automation, Inc.;НЕТ;Эмитенты с листингом в США
1544;ROKU;Roku, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US77543R1023;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;Roku, Inc.;НЕТ;Эмитенты с листингом в США
1545;ROL;Rollins, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7757111049;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;Rollins, Inc.;НЕТ;Эмитенты с листингом в США
1546;ROP;Roper Technologies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7766961061;ESVUFR;1,00;0,01;USD;26.10.2016 0:00:00;;Roper Technologies, Inc.;НЕТ;Эмитенты с листингом в США
1547;ROST;Ross Stores, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7782961038;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00;;Ross Stores, Inc.;НЕТ;Эмитенты с листингом в США
1548;RPD;Rapid7, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7534221046;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;Rapid7, Inc.;НЕТ;Эмитенты с листингом в США
1549;RPM;RPM International Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7496851038;ESVUFR;1,00;0,01;USD;31.01.2019 0:00:00;;RPM International Inc.;НЕТ;Эмитенты с листингом в США
1550;RPV;Invesco Exchange-Traded Fund Trust;Акции;Акции иностранного биржевого инвестиционного фонда Invesco S&P 500 Pure Value ETF;;US46137V2584;CEOJLS;1,00;0,01;USD;11.11.2022 0:00:00;True;Invesco Exchange-Traded Fund Trust;ДА;Эмитенты с листингом в США
1551;RRBI;Red River Bancshares, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US75686R2022;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;Red River Bancshares, Inc.;НЕТ;Эмитенты с листингом в США
1552;RRC;Range Resources Corporation;Акции;Акции иностранного эмитента обыкновенные;;US75281A1097;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00;;Range Resources Corporation;НЕТ;Эмитенты с листингом в США
1553;RRGB;Red Robin Gourmet Burgers, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US75689M1018;ESVUFR;1,00;0,01;USD;04.04.2019 0:00:00;;Red Robin Gourmet Burgers, Inc.;НЕТ;Эмитенты с листингом в США
1554;RRR;Red Rock Resorts, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US75700L1089;ESVUFR;1,00;0,01;USD;26.10.2021 0:00:00;;Red Rock Resorts, Inc.;НЕТ;Эмитенты с листингом в США
1555;RRX;Regal Rexnord Corporation;Акции;Акции иностранного эмитента обыкновенные;;US7587501039;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;Regal Rexnord Corporation;НЕТ;Эмитенты с листингом в США
1556;RS;Reliance Steel & Aluminum Co.;Акции;Акции иностранного эмитента обыкновенные;;US7595091023;ESVUFR;1,00;0,01;USD;31.01.2019 0:00:00;;Reliance Steel & Aluminum Co.;НЕТ;Эмитенты с листингом в США
1557;RSG;Republic Services, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7607591002;ESVUFR;1,00;0,01;USD;26.10.2016 0:00:00;;Republic Services, Inc.;НЕТ;Эмитенты с листингом в США
1558;RSKD;Riskified Ltd.;Акции;Акции иностранного эмитента обыкновенные класса A;;IL0011786493;ESVUFR;1,00;0,01;USD;10.11.2021 0:00:00;;Riskified Ltd.;НЕТ;Эмитенты с листингом в США
1559;RSP;Invesco Exchange-Traded Fund Trust;Акции;Акции иностранного биржевого инвестиционного фонда Invesco S&P 500 Equal Weight ETF;;US46137V3574;CEOJLS;1,00;0,01;USD;11.11.2022 0:00:00;True;Invesco Exchange-Traded Fund Trust;ДА;Эмитенты с листингом в США
1560;RTX;Raytheon Technologies Corporation;Акции;Акции иностранного эмитента обыкновенные;;US75513E1010;ESVUFR;1,00;0,01;USD;26.10.2016 0:00:00;;Raytheon Technologies Corporation;НЕТ;Эмитенты с листингом в США
1561;RUN;Sunrun Inc.;Акции;Акции иностранного эмитента обыкновенные;;US86771W1053;ESVUFR;1,00;0,01;USD;10.06.2021 0:00:00;;Sunrun Inc.;НЕТ;Эмитенты с листингом в США
1562;RUS0628;Министерство финансов Российской Федерации;Облигации;Облигации внешнего облигационного займа;;XS0088543193;DBFTCR;1,00;0,01;PCT;15.02.2018 0:00:00;;Министерство финансов Российской Федерации;НЕТ;Еврооблигации
1563;RVLV;Revolve Group, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US76156B1070;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;Revolve Group, Inc.;НЕТ;Эмитенты с листингом в США
1564;RVMD;Revolution Medicines, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US76155X1000;ESVUFR;1,00;0,01;USD;03.10.2022 0:00:00;;Revolution Medicines, Inc.;НЕТ;Эмитенты с листингом в США
1565;RVNC;Revance Therapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7613301099;ESVUFR;1,00;0,01;USD;12.04.2023 0:00:00;;Revance Therapeutics, Inc.;ДА;Эмитенты с листингом в США
1566;RVTY;Revvity, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7140461093;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00;;Revvity, Inc.;НЕТ;Эмитенты с листингом в США
1567;RWE@DE;RWE Aktiengesellschaft;Акции;Акции иностранного эмитента обыкновенные;;DE0007037129;ESVUFB;1,00;0,01;EUR;01.03.2021 0:00:00;;RWE Aktiengesellschaft;НЕТ;Эмитенты с листингом в ФРГ
1568;RXDX;Prometheus Biosciences, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US74349U1088;ESVUFR;1,00;0,01;USD;03.10.2022 0:00:00;;Prometheus Biosciences, Inc.;НЕТ;Эмитенты с листингом в США
1569;RXO;RXO, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US74982T1034;ESVUFR;1,00;0,01;USD;23.11.2022 0:00:00;;RXO, Inc.;НЕТ;Эмитенты с листингом в США
1570;RXRX;Recursion Pharmaceuticals, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US75629V1044;ESVUFR;1,00;0,01;USD;09.07.2021 0:00:00;;Recursion Pharmaceuticals, Inc.;НЕТ;Эмитенты с листингом в США
1571;RY;Royal Bank of Canada;Акции;Акции иностранного эмитента обыкновенные;;CA7800871021;ESVTFR;1,00;0,01;USD;10.09.2021 0:00:00;;Royal Bank of Canada;НЕТ;Эмитенты с листингом в США
1572;RYN;Rayonier Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7549071030;ESVUFR;1,00;0,01;USD;04.04.2019 0:00:00;;Rayonier Inc.;НЕТ;Эмитенты с листингом в США
1573;RYTM;Rhythm Pharmaceuticals, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US76243J1051;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;Rhythm Pharmaceuticals, Inc.;НЕТ;Эмитенты с листингом в США
1574;S;SentinelOne, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US81730H1095;ESVUFR;1,00;0,01;USD;30.06.2021 0:00:00;;SentinelOne, Inc.;НЕТ;Эмитенты с листингом в США
1575;SAGE;Sage Therapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US78667J1088;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;Sage Therapeutics, Inc.;НЕТ;Эмитенты с листингом в США
1576;SAH;Sonic Automotive, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US83545G1022;ESVUFR;1,00;0,01;USD;18.07.2022 0:00:00;;Sonic Automotive, Inc.;НЕТ;Эмитенты с листингом в США
1577;SAIA;Saia, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US78709Y1055;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;Saia, Inc.;НЕТ;Эмитенты с листингом в США
1578;SAIC;Science Applications International Corporation;Акции;Акции иностранного эмитента обыкновенные;;US8086251076;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;Science Applications International Corporation;НЕТ;Эмитенты с листингом в США
1579;SAM;The Boston Beer Company, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US1005571070;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;The Boston Beer Company, Inc.;НЕТ;Эмитенты с листингом в США
1580;SAP@DE;SAP SE;Акции;Акции иностранного эмитента обыкновенные;;DE0007164600;ESVUFB;1,00;0,01;EUR;10.09.2021 0:00:00;;SAP SE;НЕТ;Эмитенты с листингом в ФРГ
1581;SATS;EchoStar Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US2787681061;ESVUFR;1,00;0,01;USD;03.09.2021 0:00:00;;EchoStar Corporation;НЕТ;Эмитенты с листингом в США
1582;SAVA;Cassava Sciences, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US14817C1071;ESVUFR;1,00;0,01;USD;01.06.2021 0:00:00;;Cassava Sciences, Inc.;НЕТ;Эмитенты с листингом в США
1583;SAVE;Spirit Airlines, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8485771021;ESVUFR;1,00;0,01;USD;28.02.2019 0:00:00;;Spirit Airlines, Inc.;НЕТ;Эмитенты с листингом в США
1584;SBAC;SBA Communications Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US78410G1040;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;SBA Communications Corporation;НЕТ;Эмитенты с листингом в США
1585;SBCF;Seacoast Banking Corporation of Florida;Акции;Акции иностранного эмитента обыкновенные;;US8117078019;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;Seacoast Banking Corporation of Florida;НЕТ;Эмитенты с листингом в США
1586;SBGI;Sinclair Broadcast Group, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US8292261091;ESVUFR;1,00;0,01;USD;04.04.2019 0:00:00;;Sinclair Broadcast Group, Inc.;НЕТ;Эмитенты с листингом в США
1587;SBH;Sally Beauty Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US79546E1047;ESVUFR;1,00;0,01;USD;31.10.2019 0:00:00;;Sally Beauty Holdings, Inc.;НЕТ;Эмитенты с листингом в США
1588;SBRA;Sabra Health Care REIT, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US78573L1061;ESVUFR;1,00;0,01;USD;21.01.2020 0:00:00;;Sabra Health Care REIT, Inc.;НЕТ;Эмитенты с листингом в США
1589;SBUX;Starbucks Corporation;Акции;Акции иностранного эмитента обыкновенные;;US8552441094;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00;;Starbucks Corporation;НЕТ;Эмитенты с листингом в США
1590;SCCO;Southern Copper Corporation;Акции;Акции иностранного эмитента обыкновенные;;US84265V1052;ESVUFR;1,00;0,01;USD;04.04.2019 0:00:00;;Southern Copper Corporation;НЕТ;Эмитенты с листингом в США
1591;SCHA;Schwab Strategic Trust;Акции;Акции иностранного биржевого инвестиционного фонда Schwab U.S. Small-Cap ETF;;US8085246077;CEOJLS;1,00;0,01;USD;11.11.2022 0:00:00;True;Schwab Strategic Trust;ДА;Эмитенты с листингом в США
1592;SCHB;Schwab Strategic Trust;Акции;Акции иностранного биржевого инвестиционного фонда Schwab U.S. Broad Market ETF;;US8085241029;CEOJLS;1,00;0,01;USD;11.11.2022 0:00:00;True;Schwab Strategic Trust;ДА;Эмитенты с листингом в США
1593;SCHD;Schwab Strategic Trust;Акции;Акции иностранного биржевого инвестиционного фонда Schwab U.S. Dividend Equity ETF;;US8085247976;CEOJLS;1,00;0,01;USD;23.01.2023 0:00:00;True;Schwab Strategic Trust;ДА;Эмитенты с листингом в США
1594;SCHE;Schwab Strategic Trust;Акции;Акции иностранного биржевого инвестиционного фонда Schwab Emerging Markets Equity ETF;;US8085247067;CEOJLS;1,00;0,01;USD;11.11.2022 0:00:00;True;Schwab Strategic Trust;ДА;Эмитенты с листингом в США
1595;SCHG;Schwab Strategic Trust;Акции;Акции иностранного биржевого инвестиционного фонда Schwab U.S. Large-Cap Growth ETF;;US8085243009;CEOJLS;1,00;0,01;USD;11.11.2022 0:00:00;True;Schwab Strategic Trust;ДА;Эмитенты с листингом в США
1596;SCHW;The Charles Schwab Corporation;Акции;Акции иностранного эмитента обыкновенные;;US8085131055;ESVUFR;1,00;0,01;USD;26.10.2016 0:00:00;;The Charles Schwab Corporation;НЕТ;Эмитенты с листингом в США
1597;SCI;Service Corporation International;Акции;Акции иностранного эмитента обыкновенные;;US8175651046;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;Service Corporation International;НЕТ;Эмитенты с листингом в США
1598;SCL;Stepan Company;Акции;Акции иностранного эмитента обыкновенные;;US8585861003;ESVUFR;1,00;0,01;USD;29.07.2020 0:00:00;;Stepan Company;НЕТ;Эмитенты с листингом в США
1599;SCSC;ScanSource, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8060371072;ESVUFR;1,00;0,01;USD;04.04.2019 0:00:00;;ScanSource, Inc.;НЕТ;Эмитенты с листингом в США
1600;SCZ;iShares Trust;Акции;Акции иностранного биржевого инвестиционного фонда iShares MSCI EAFE Small-Cap ETF;;US4642882736;CEOJLS;1,00;0,01;USD;11.11.2022 0:00:00;True;iShares Trust;ДА;Эмитенты с листингом в США
1601;SDGR;Schrodinger, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US80810D1037;ESVUFR;1,00;0,01;USD;29.07.2020 0:00:00;;Schrodinger, Inc.;НЕТ;Эмитенты с листингом в США
1602;SDS;ProShares Trust;Акции;Акции иностранного биржевого инвестиционного фонда ProShares UltraShort S&P500;;US74347G4165;CEOJLS;1,00;0,01;USD;19.04.2023 0:00:00;True;ProShares Trust;ДА;Эмитенты с листингом в США
1603;SDY;SPDR Series Trust;Акции;Акции иностранного биржевого инвестиционного фонда SPDR S&P Dividend ETF;;US78464A7634;CEOILS;1,00;0,01;USD;11.11.2022 0:00:00;True;SPDR Series Trust;ДА;Эмитенты с листингом в США
1604;SEDG;SolarEdge Technologies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US83417M1045;ESVUFR;1,00;0,01;USD;04.04.2019 0:00:00;;SolarEdge Technologies, Inc.;НЕТ;Эмитенты с листингом в США
1605;SEE;Sealed Air Corporation;Акции;Акции иностранного эмитента обыкновенные;;US81211K1007;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00;;Sealed Air Corporation;НЕТ;Эмитенты с листингом в США
1606;SEIC;SEI Investments Company;Акции;Акции иностранного эмитента обыкновенные;;US7841171033;ESVUFR;1,00;0,01;USD;31.01.2019 0:00:00;;SEI Investments Company;НЕТ;Эмитенты с листингом в США
1607;SF;Stifel Financial Corp.;Акции;Акции иностранного эмитента обыкновенные;;US8606301021;ESVUFR;1,00;0,01;USD;18.05.2020 0:00:00;;Stifel Financial Corp.;НЕТ;Эмитенты с листингом в США
1608;SFIX;Stitch Fix, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US8608971078;ESVUFR;1,00;0,01;USD;11.06.2019 0:00:00;;Stitch Fix, Inc.;НЕТ;Эмитенты с листингом в США
1609;SFM;Sprouts Farmers Market, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US85208M1027;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;Sprouts Farmers Market, Inc.;НЕТ;Эмитенты с листингом в США
1610;SGEN;Seagen Inc.;Акции;Акции иностранного эмитента обыкновенные;;US81181C1045;ESVUFR;1,00;0,01;USD;05.08.2019 0:00:00;;Seagen Inc.;НЕТ;Эмитенты с листингом в США
1611;SGMO;Sangamo Therapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US8006771062;ESVUFR;1,00;0,01;USD;28.12.2021 0:00:00;;Sangamo Therapeutics, Inc.;НЕТ;Эмитенты с листингом в США
1612;SH;ProShares Trust;Акции;Акции иностранного биржевого инвестиционного фонда ProShares Short S&P500;;US74347B4251;CEOIMS;1,00;0,01;USD;19.04.2023 0:00:00;True;ProShares Trust;ДА;Эмитенты с листингом в США
1613;SHAK;Shake Shack Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US8190471016;ESVUFR;1,00;0,01;USD;31.01.2019 0:00:00;;Shake Shack Inc.;НЕТ;Эмитенты с листингом в США
1614;SHEN;Shenandoah Telecommunications Company;Акции;Акции иностранного эмитента обыкновенные;;US82312B1061;ESVTFR;1,00;0,01;USD;31.10.2019 0:00:00;;Shenandoah Telecommunications Company;НЕТ;Эмитенты с листингом в США
1615;SHL@DE;Siemens Healthineers AG;Акции;Акции иностранного эмитента обыкновенные;;DE000SHL1006;ESVUFR;1,00;0,01;EUR;01.03.2021 0:00:00;;Siemens Healthineers AG;НЕТ;Эмитенты с листингом в ФРГ
1616;SHLS;Shoals Technologies Group, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US82489W1071;ESVUFR;1,00;0,01;USD;18.06.2021 0:00:00;;Shoals Technologies Group, Inc.;НЕТ;Эмитенты с листингом в США
1617;SHOO;Steven Madden, Ltd.;Акции;Акции иностранного эмитента обыкновенные;;US5562691080;ESVUFR;1,00;0,01;USD;04.12.2020 0:00:00;;Steven Madden, Ltd.;НЕТ;Эмитенты с листингом в США
1618;SHOP;Shopify Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;CA82509L1076;ESVUFR;1,00;0,01;USD;16.07.2021 0:00:00;;Shopify Inc.;НЕТ;Эмитенты с листингом в США
1619;SHW;The Sherwin-Williams Company;Акции;Акции иностранного эмитента обыкновенные;;US8243481061;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00;;The Sherwin-Williams Company;НЕТ;Эмитенты с листингом в США
1620;SI;Silvergate Capital Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US82837P4081;ESVUFR;1,00;0,01;USD;01.06.2021 0:00:00;;Silvergate Capital Corporation;НЕТ;Эмитенты с листингом в США
1621;SIE@DE;Siemens Aktiengesellschaft;Акции;Акции иностранного эмитента обыкновенные;;DE0007236101;ESVUFR;1,00;0,01;EUR;01.03.2021 0:00:00;;Siemens Aktiengesellschaft;НЕТ;Эмитенты с листингом в ФРГ
