Row;s_RTS_code;e_full_name;s_sec_type_name_dop;s_sec_form_name_full;s_zagolovok_adr;s_ISIN_code;s_CFI_code_2;s_trade_lot;s_step_price;s_currency_kotir;s_trade_in_date;f_is_exchanged;f_invc_full_name;КВАЛ;Торговый календарь
1;1;CK Hutchison Holdings Limited;Акции;Акции иностранного эмитента обыкновенные;;KYG217651051;ESVUFR;10,00;0,05;HKD;20.06.2022 0:00:00;;CK Hutchison Holdings Limited;НЕТ;Эмитенты с листингом в HKEX
2;101;Hang Lung Properties Limited;Акции;Акции иностранного эмитента обыкновенные;;HK0101000591;ESVUFR;100,00;0,01;HKD;05.12.2022 0:00:00;;Hang Lung Properties Limited;НЕТ;Эмитенты с листингом в HKEX
3;1024;Kuaishou Technology;Акции;Акции иностранного эмитента обыкновенные класса B;;KYG532631028;ESVUFR;10,00;0,05;HKD;12.10.2022 0:00:00;;Kuaishou Technology;НЕТ;Эмитенты с листингом в HKEX
4;1038;CK Infrastructure Holdings Limited;Акции;Акции иностранного эмитента обыкновенные;;BMG2178K1009;ESVUFR;10,00;0,05;HKD;05.12.2022 0:00:00;;CK Infrastructure Holdings Limited;НЕТ;Эмитенты с листингом в HKEX
5;1044;Hengan International Group Company Limited;Акции;Акции иностранного эмитента обыкновенные;;KYG4402L1510;ESVUFR;10,00;0,05;HKD;05.12.2022 0:00:00;;Hengan International Group Company Limited;НЕТ;Эмитенты с листингом в HKEX
6;1055;China Southern Airlines Company Limited;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE1000002T6;ESVUFB;100,00;0,01;HKD;08.02.2023 0:00:00;;China Southern Airlines Company Limited;НЕТ;Эмитенты с листингом в HKEX
7;1061;Essex Bio-Technology Limited;Акции;Акции иностранного эмитента обыкновенные;;KYG312371035;ESVUFR;100,00;0,01;HKD;26.01.2023 0:00:00;;Essex Bio-Technology Limited;НЕТ;Эмитенты с листингом в HKEX
8;1066;Shandong Weigao Group Medical Polymer Company Limited;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE100000171;ESVUFB;100,00;0,02;HKD;08.02.2023 0:00:00;;Shandong Weigao Group Medical Polymer Company Limited;НЕТ;Эмитенты с листингом в HKEX
9;1088;China Shenhua Energy Company Limited;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE1000002R0;ESVUFB;100,00;0,05;HKD;05.12.2022 0:00:00;;China Shenhua Energy Company Limited;НЕТ;Эмитенты с листингом в HKEX
10;1093;CSPC Pharmaceutical Group Limited;Акции;Акции иностранного эмитента обыкновенные;;HK1093012172;ESVUFR;100,00;0,01;HKD;12.10.2022 0:00:00;;CSPC Pharmaceutical Group Limited;НЕТ;Эмитенты с листингом в HKEX
11;1099;Sinopharm Group Co. Ltd.;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE100000FN7;ESVUFR;10,00;0,02;HKD;08.02.2023 0:00:00;;Sinopharm Group Co. Ltd.;НЕТ;Эмитенты с листингом в HKEX
12;1109;China Resources Land Limited;Акции;Акции иностранного эмитента обыкновенные;;KYG2108Y1052;ESVUFR;10,00;0,05;HKD;12.10.2022 0:00:00;;China Resources Land Limited;НЕТ;Эмитенты с листингом в HKEX
13;1113;CK Asset Holdings Limited;Акции;Акции иностранного эмитента обыкновенные;;KYG2177B1014;ESVUFR;10,00;0,05;HKD;20.06.2022 0:00:00;;CK Asset Holdings Limited;НЕТ;Эмитенты с листингом в HKEX
14;1171;Yankuang Energy Group Company Limited;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE1000004Q8;ESVUFB;10,00;0,05;HKD;08.02.2023 0:00:00;;Yankuang Energy Group Company Limited;НЕТ;Эмитенты с листингом в HKEX
15;1177;Sino Biopharmaceutical Limited ;Акции;Акции иностранного эмитента обыкновенные;;KYG8167W1380;ESVUFR;100,00;0,01;HKD;20.06.2022 0:00:00;;Sino Biopharmaceutical Limited ;НЕТ;Эмитенты с листингом в HKEX
16;12;Henderson Land Development Company Limited;Акции;Акции иностранного эмитента обыкновенные;;HK0012000102;ESVUFR;100,00;0,02;HKD;05.12.2022 0:00:00;;Henderson Land Development Company Limited;НЕТ;Эмитенты с листингом в HKEX
17;1288;Agricultural Bank of China Limited;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE100000Q43;ESVUFR;100,00;0,01;HKD;08.02.2023 0:00:00;;Agricultural Bank of China Limited;НЕТ;Эмитенты с листингом в HKEX
18;1299;AIA Group Limited;Акции;Акции иностранного эмитента обыкновенные;;HK0000069689;ESVUFR;10,00;0,05;HKD;12.10.2022 0:00:00;;AIA Group Limited;НЕТ;Эмитенты с листингом в HKEX
19;1336;New China Life Insurance Company Ltd.;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE100001922;ESVUFR;10,00;0,02;HKD;08.02.2023 0:00:00;;New China Life Insurance Company Ltd.;НЕТ;Эмитенты с листингом в HKEX
20;1347;Hua Hong Semiconductor Limited;Акции;Акции иностранного эмитента обыкновенные;;HK0000218211;ESVUFR;100,00;0,05;HKD;12.10.2022 0:00:00;;Hua Hong Semiconductor Limited;НЕТ;Эмитенты с листингом в HKEX
21;1368;Xtep International Holdings Limited;Акции;Акции иностранного эмитента обыкновенные;;KYG982771092;ESVUFR;100,00;0,02;HKD;12.10.2022 0:00:00;;Xtep International Holdings Limited;НЕТ;Эмитенты с листингом в HKEX
22;1378;China Hongqiao Group Limited;Акции;Акции иностранного эмитента обыкновенные;;KYG211501005;ESVUFR;100,00;0,01;HKD;05.12.2022 0:00:00;;China Hongqiao Group Limited;НЕТ;Эмитенты с листингом в HKEX
23;1385;Shanghai Fudan Microelectronics Group Company Limited;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE100000510;ESVUFB;10,00;0,05;HKD;08.02.2023 0:00:00;;Shanghai Fudan Microelectronics Group Company Limited;НЕТ;Эмитенты с листингом в HKEX
24;1398;Industrial and Commercial Bank of China Limited;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE1000003G1;ESVUFB;100,00;0,01;HKD;05.12.2022 0:00:00;;Industrial and Commercial Bank of China Limited;НЕТ;Эмитенты с листингом в HKEX
25;16;Sun Hung Kai Properties Limited;Акции;Акции иностранного эмитента обыкновенные;;HK0016000132;ESVUFR;10,00;0,05;HKD;12.10.2022 0:00:00;;Sun Hung Kai Properties Limited;НЕТ;Эмитенты с листингом в HKEX
26;1658;Postal Savings Bank of China Co., Ltd.;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE1000029W3;ESVUFR;100,00;0,01;HKD;08.02.2023 0:00:00;;Postal Savings Bank of China Co., Ltd.;НЕТ;Эмитенты с листингом в HKEX
27;168;Tsingtao Brewery Company Limited;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE1000004K1;ESVUFB;10,00;0,05;HKD;08.02.2023 0:00:00;;Tsingtao Brewery Company Limited;НЕТ;Эмитенты с листингом в HKEX
28;175;Geely Automobile Holdings Limited;Акции;Акции иностранного эмитента обыкновенные;;KYG3777B1032;ESVUFR;100,00;0,02;HKD;12.10.2022 0:00:00;;Geely Automobile Holdings Limited;НЕТ;Эмитенты с листингом в HKEX
29;1801;Innovent Biologics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;KYG4818G1010;ESVUFR;10,00;0,05;HKD;12.10.2022 0:00:00;;Innovent Biologics, Inc.;НЕТ;Эмитенты с листингом в HKEX
30;1810;Xiaomi Corporation;Акции;Акции иностранного эмитента обыкновенные класса B;;KYG9830T1067;ESVUFR;100,00;0,01;HKD;20.06.2022 0:00:00;;Xiaomi Corporation;НЕТ;Эмитенты с листингом в HKEX
31;1876;Budweiser Brewing Company APAC Limited;Акции;Акции иностранного эмитента обыкновенные;;KYG1674K1013;ESVUFR;100,00;0,02;HKD;05.12.2022 0:00:00;;Budweiser Brewing Company APAC Limited;НЕТ;Эмитенты с листингом в HKEX
32;1880;China Tourism Group Duty Free Corporation Limited;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE100004YZ4;ESVUFR;1,00;0,2;HKD;08.02.2023 0:00:00;;China Tourism Group Duty Free Corporation Limited;НЕТ;Эмитенты с листингом в HKEX
33;1898;China Coal Energy Company Limited;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE100000528;ESVUFB;100,00;0,01;HKD;08.02.2023 0:00:00;;China Coal Energy Company Limited;НЕТ;Эмитенты с листингом в HKEX
34;1919;COSCO SHIPPING Holdings Co., Ltd.;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE1000002J7;ESVUFB;100,00;0,01;HKD;08.02.2023 0:00:00;;COSCO SHIPPING Holdings Co., Ltd.;НЕТ;Эмитенты с листингом в HKEX
35;1928;Sands China Ltd.;Акции;Акции иностранного эмитента обыкновенные;;KYG7800X1079;ESVUFR;100,00;0,01;HKD;20.06.2022 0:00:00;;Sands China Ltd.;НЕТ;Эмитенты с листингом в HKEX
36;1929;Chow Tai Fook Jewellery Group Limited;Акции;Акции иностранного эмитента обыкновенные;;KYG211461085;ESVUFR;100,00;0,02;HKD;05.12.2022 0:00:00;;Chow Tai Fook Jewellery Group Limited;НЕТ;Эмитенты с листингом в HKEX
37;1997;Wharf Real Estate Investment Company Limited;Акции;Акции иностранного эмитента обыкновенные;;KYG9593A1040;ESVUFR;10,00;0,05;HKD;05.12.2022 0:00:00;;Wharf Real Estate Investment Company Limited;НЕТ;Эмитенты с листингом в HKEX
38;1COV@DE;Covestro AG;Акции;Акции иностранного эмитента обыкновенные;;DE0006062144;ESVUFB;1,00;0,01;EUR;01.03.2021 0:00:00;;Covestro AG;НЕТ;Эмитенты с листингом в ФРГ
39;2007;Country Garden Holdings Company Limited;Акции;Акции иностранного эмитента обыкновенные;;KYG245241032;ESRUFR;100,00;0,01;HKD;20.06.2022 0:00:00;;Country Garden Holdings Company Limited;НЕТ;Эмитенты с листингом в HKEX
40;2015;Li Auto Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;KYG5479M1050;ESVUFR;10,00;0,1;HKD;12.10.2022 0:00:00;;Li Auto Inc.;НЕТ;Эмитенты с листингом в HKEX
41;2020;ANTA Sports Products Limited;Акции;Акции иностранного эмитента обыкновенные;;KYG040111059;ESVUFR;10,00;0,05;HKD;12.10.2022 0:00:00;;ANTA Sports Products Limited;НЕТ;Эмитенты с листингом в HKEX
42;2196;Shanghai Fosun Pharmaceutical (Group) Co., Ltd.;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE100001M79;ESVUFR;10,00;0,05;HKD;08.02.2023 0:00:00;;Shanghai Fosun Pharmaceutical (Group) Co., Ltd.;НЕТ;Эмитенты с листингом в HKEX
43;2202;China Vanke Co., Ltd.;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE100001SR9;ESVUFR;100,00;0,02;HKD;08.02.2023 0:00:00;;China Vanke Co., Ltd.;НЕТ;Эмитенты с листингом в HKEX
44;2238;Guangzhou Automobile Group Company Limited;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE100000Q35;ESVUFR;100,00;0,01;HKD;08.02.2023 0:00:00;;Guangzhou Automobile Group Company Limited;НЕТ;Эмитенты с листингом в HKEX
45;2269;WuXi Biologics (Cayman) Inc.;Акции;Акции иностранного эмитента обыкновенные;;KYG970081173;ESVUFR;10,00;0,05;HKD;12.10.2022 0:00:00;;WuXi Biologics (Cayman) Inc.;НЕТ;Эмитенты с листингом в HKEX
46;2313;Shenzhou International Group Holdings Limited;Акции;Акции иностранного эмитента обыкновенные;;KYG8087W1015;ESVUFR;10,00;0,05;HKD;12.10.2022 0:00:00;;Shenzhou International Group Holdings Limited;НЕТ;Эмитенты с листингом в HKEX
47;2318;Ping An Insurance (Group) Company of China, Ltd.;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE1000003X6;ESVUFB;10,00;0,05;HKD;05.12.2022 0:00:00;;Ping An Insurance (Group) Company of China, Ltd.;НЕТ;Эмитенты с листингом в HKEX
48;2319;China Mengniu Dairy Company Limited;Акции;Акции иностранного эмитента обыкновенные;;KYG210961051;ESVUFR;10,00;0,05;HKD;12.10.2022 0:00:00;;China Mengniu Dairy Company Limited;НЕТ;Эмитенты с листингом в HKEX
49;2328;PICC Property and Casualty Company Limited;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE100000593;ESVUFB;100,00;0,01;HKD;08.02.2023 0:00:00;;PICC Property and Casualty Company Limited;НЕТ;Эмитенты с листингом в HKEX
50;2331;Li Ning Company Limited;Акции;Акции иностранного эмитента обыкновенные;;KYG5496K1242;ESVUFR;10,00;0,05;HKD;12.10.2022 0:00:00;;Li Ning Company Limited;НЕТ;Эмитенты с листингом в HKEX
51;2333;Great Wall Motor Company Limited;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE100000338;ESVUFB;100,00;0,02;HKD;08.02.2023 0:00:00;;Great Wall Motor Company Limited;НЕТ;Эмитенты с листингом в HKEX
52;2359;WuXi AppTec Co., Ltd.;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE100003F19;ESVUFR;10,00;0,05;HKD;08.02.2023 0:00:00;;WuXi AppTec Co., Ltd.;НЕТ;Эмитенты с листингом в HKEX
53;2382;Sunny Optical Technology (Group) Company Limited;Акции;Акции иностранного эмитента обыкновенные;;KYG8586D1097;ESVTFR;10,00;0,05;HKD;20.06.2022 0:00:00;;Sunny Optical Technology (Group) Company Limited;НЕТ;Эмитенты с листингом в HKEX
54;2388;BOC Hong Kong (Holdings) Limited;Акции;Акции иностранного эмитента обыкновенные;;HK2388011192;ESVUFR;10,00;0,05;HKD;12.10.2022 0:00:00;;BOC Hong Kong (Holdings) Limited;НЕТ;Эмитенты с листингом в HKEX
55;241;Alibaba Health Information Technology Limited;Акции;Акции иностранного эмитента обыкновенные;;BMG0171K1018;ESVUFR;100,00;0,01;HKD;12.10.2022 0:00:00;;Alibaba Health Information Technology Limited;НЕТ;Эмитенты с листингом в HKEX
56;2518;Autohome Inc.;Акции;Акции иностранного эмитента обыкновенные;;KYG066341028;ESVUFR;10,00;0,05;HKD;05.12.2022 0:00:00;;Autohome Inc.;НЕТ;Эмитенты с листингом в HKEX
57;2600;Aluminum Corporation of China Limited;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE1000001T8;ESVUFB;100,00;0,01;HKD;05.10.2022 0:00:00;;Aluminum Corporation of China Limited;НЕТ;Эмитенты с листингом в HKEX
58;2601;China Pacific Insurance (Group) Co., Ltd.;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE1000009Q7;ESVUFR;10,00;0,02;HKD;08.02.2023 0:00:00;;China Pacific Insurance (Group) Co., Ltd.;НЕТ;Эмитенты с листингом в HKEX
59;2618;JD Logistics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;KYG5074S1012;ESVUFR;100,00;0,02;HKD;12.10.2022 0:00:00;;JD Logistics, Inc.;НЕТ;Эмитенты с листингом в HKEX
60;2628;China Life Insurance Company Limited;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE1000002L3;ESVUFB;100,00;0,02;HKD;05.10.2022 0:00:00;;China Life Insurance Company Limited;НЕТ;Эмитенты с листингом в HKEX
61;267;CITIC Limited;Акции;Акции иностранного эмитента обыкновенные;;HK0267001375;ESVUFR;100,00;0,01;HKD;05.12.2022 0:00:00;;CITIC Limited;НЕТ;Эмитенты с листингом в HKEX
62;268;Kingdee International Software Group Company Limited;Акции;Акции иностранного эмитента обыкновенные;;KYG525681477;ESVUFR;100,00;0,02;HKD;12.10.2022 0:00:00;;Kingdee International Software Group Company Limited;НЕТ;Эмитенты с листингом в HKEX
63;2688;ENN Energy Holdings Limited;Акции;Акции иностранного эмитента обыкновенные;;KYG3066L1014;ESVUFR;10,00;0,1;HKD;12.10.2022 0:00:00;;ENN Energy Holdings Limited;НЕТ;Эмитенты с листингом в HKEX
64;27;Galaxy Entertainment Group Limited;Акции;Акции иностранного эмитента обыкновенные;;HK0027032686;ESVUFR;10,00;0,05;HKD;12.10.2022 0:00:00;;Galaxy Entertainment Group Limited;НЕТ;Эмитенты с листингом в HKEX
65;288;WH Group Limited;Акции;Акции иностранного эмитента обыкновенные;;KYG960071028;ESVUFR;100,00;0,01;HKD;20.06.2022 0:00:00;;WH Group Limited;НЕТ;Эмитенты с листингом в HKEX
66;2883;China Oilfield Services Limited;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE1000002P4;ESVUFB;100,00;0,01;HKD;08.02.2023 0:00:00;;China Oilfield Services Limited;НЕТ;Эмитенты с листингом в HKEX
67;2899;Zijin Mining Group Company Limited;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE100000502;ESVUFB;100,00;0,02;HKD;08.02.2023 0:00:00;;Zijin Mining Group Company Limited;НЕТ;Эмитенты с листингом в HKEX
68;291;China Resources Beer (Holdings) Company Limited;Акции;Акции иностранного эмитента обыкновенные;;HK0291001490;ESVUFR;10,00;0,05;HKD;12.10.2022 0:00:00;;China Resources Beer (Holdings) Company Limited;НЕТ;Эмитенты с листингом в HKEX
69;3;The Hong Kong and China Gas Company Limited;Акции;Акции иностранного эмитента обыкновенные;;HK0003000038;ESVUFR;100,00;0,01;HKD;12.10.2022 0:00:00;;The Hong Kong and China Gas Company Limited;НЕТ;Эмитенты с листингом в HKEX
70;338;Sinopec Shanghai Petrochemical Company Limited;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE1000004C8;ESVUFB;1000,00;0,01;HKD;05.10.2022 0:00:00;;Sinopec Shanghai Petrochemical Company Limited;НЕТ;Эмитенты с листингом в HKEX
71;3690;Meituan;Акции;Акции иностранного эмитента обыкновенные класса B;;KYG596691041;ESVUFR;10,00;0,1;HKD;20.06.2022 0:00:00;;Meituan;НЕТ;Эмитенты с листингом в HKEX
72;3692;Hansoh Pharmaceutical Group Company Limited;Акции;Акции иностранного эмитента обыкновенные;;KYG549581067;ESVUFR;100,00;0,02;HKD;05.12.2022 0:00:00;;Hansoh Pharmaceutical Group Company Limited;НЕТ;Эмитенты с листингом в HKEX
73;3800;GCL Technology Holdings Limited;Акции;Акции иностранного эмитента обыкновенные;;KYG3774X1088;ESVUFR;100,00;0,01;HKD;12.10.2022 0:00:00;;GCL Technology Holdings Limited;НЕТ;Эмитенты с листингом в HKEX
74;386;China Petroleum & Chemical Corporation;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE1000002Q2;ESVUFB;100,00;0,01;HKD;05.12.2022 0:00:00;;China Petroleum & Chemical Corporation;НЕТ;Эмитенты с листингом в HKEX
75;388;Hong Kong Exchanges and Clearing Limited;Акции;Акции иностранного эмитента обыкновенные;;HK0388045442;ESVUFR;1,00;0,2;HKD;12.10.2022 0:00:00;;Hong Kong Exchanges and Clearing Limited;НЕТ;Эмитенты с листингом в HKEX
76;3888;Kingsoft Corporation Limited;Акции;Акции иностранного эмитента обыкновенные;;KYG5264Y1089;ESVUFR;10,00;0,05;HKD;12.10.2022 0:00:00;;Kingsoft Corporation Limited;НЕТ;Эмитенты с листингом в HKEX
77;3898;Zhuzhou CRRC Times Electric Co., Ltd.;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE1000004X4;ESVUFB;10,00;0,05;HKD;08.02.2023 0:00:00;;Zhuzhou CRRC Times Electric Co., Ltd.;НЕТ;Эмитенты с листингом в HKEX
78;3908;China International Capital Corporation Limited;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE100002359;ESVUFR;100,00;0,02;HKD;08.02.2023 0:00:00;;China International Capital Corporation Limited;НЕТ;Эмитенты с листингом в HKEX
79;3968;China Merchants Bank Co., Ltd.;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE1000002M1;ESVUFB;10,00;0,05;HKD;05.12.2022 0:00:00;;China Merchants Bank Co., Ltd.;НЕТ;Эмитенты с листингом в HKEX
80;3988;Bank of China Limited;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE1000001Z5;ESVUFB;100,00;0,01;HKD;05.12.2022 0:00:00;;Bank of China Limited;НЕТ;Эмитенты с листингом в HKEX
81;6030;CITIC Securities Company Limited;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE1000016V2;ESVUFR;100,00;0,02;HKD;08.02.2023 0:00:00;;CITIC Securities Company Limited;НЕТ;Эмитенты с листингом в HKEX
82;6098;Country Garden Services Holdings Company Limited;Акции;Акции иностранного эмитента обыкновенные;;KYG2453A1085;ESVUFR;100,00;0,02;HKD;12.10.2022 0:00:00;;Country Garden Services Holdings Company Limited;НЕТ;Эмитенты с листингом в HKEX
83;6185;CanSino Biologics Inc.;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE100003F01;ESVUFR;10,00;0,05;HKD;08.02.2023 0:00:00;;CanSino Biologics Inc.;НЕТ;Эмитенты с листингом в HKEX
84;66;MTR Corporation Limited;Акции;Акции иностранного эмитента обыкновенные;;HK0066009694;ESVUFR;10,00;0,05;HKD;05.12.2022 0:00:00;;MTR Corporation Limited;НЕТ;Эмитенты с листингом в HKEX
85;6618;JD Health International Inc.;Акции;Акции иностранного эмитента обыкновенные;;KYG5074A1004;ESVUFR;10,00;0,05;HKD;12.10.2022 0:00:00;;JD Health International Inc.;НЕТ;Эмитенты с листингом в HKEX
86;669;Techtronic Industries Company Limited;Акции;Акции иностранного эмитента обыкновенные;;HK0669013440;ESVUFR;10,00;0,05;HKD;12.10.2022 0:00:00;;Techtronic Industries Company Limited;НЕТ;Эмитенты с листингом в HKEX
87;6690;Haier Smart Home Co., Ltd.;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE1000048K8;ESVUFB;10,00;0,05;HKD;08.02.2023 0:00:00;;Haier Smart Home Co., Ltd.;НЕТ;Эмитенты с листингом в HKEX
88;670;China Eastern Airlines Corporation Limited;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE1000002K5;ESVUFB;100,00;0,01;HKD;08.02.2023 0:00:00;;China Eastern Airlines Corporation Limited;НЕТ;Эмитенты с листингом в HKEX
89;6862;Haidilao International Holding Ltd.;Акции;Акции иностранного эмитента обыкновенные;;KYG4290A1013;ESVUFR;10,00;0,05;HKD;08.02.2023 0:00:00;;Haidilao International Holding Ltd.;НЕТ;Эмитенты с листингом в HKEX
90;6865;Flat Glass Group Co., Ltd.;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE100002375;ESVUFB;10,00;0,02;HKD;08.02.2023 0:00:00;;Flat Glass Group Co., Ltd.;НЕТ;Эмитенты с листингом в HKEX
91;688;China Overseas Land & Investment Limited;Акции;Акции иностранного эмитента обыкновенные;;HK0688002218;ESVUFR;100,00;0,05;HKD;12.10.2022 0:00:00;;China Overseas Land & Investment Limited;НЕТ;Эмитенты с листингом в HKEX
92;6881;China Galaxy Securities Co., Ltd.;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE100001NT6;ESVUFR;100,00;0,01;HKD;08.02.2023 0:00:00;;China Galaxy Securities Co., Ltd.;НЕТ;Эмитенты с листингом в HKEX
93;6969;Smoore International Holdings Limited;Акции;Акции иностранного эмитента обыкновенные;;KYG8245V1023;ESVUFR;100,00;0,02;HKD;12.10.2022 0:00:00;;Smoore International Holdings Limited;НЕТ;Эмитенты с листингом в HKEX
94;700;Tencent Holdings Limited;Акции;Акции иностранного эмитента обыкновенные;;KYG875721634;ESVUFR;1,00;0,2;HKD;20.06.2022 0:00:00;;Tencent Holdings Limited;НЕТ;Эмитенты с листингом в HKEX
95;788;China Tower Corporation Limited;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE100003688;ESVUFR;1000,00;0,01;HKD;08.02.2023 0:00:00;;China Tower Corporation Limited;НЕТ;Эмитенты с листингом в HKEX
96;836;China Resources Power Holdings Co., Limited;Акции;Акции иностранного эмитента обыкновенные;;HK0836012952;ESVUFR;100,00;0,02;HKD;12.10.2022 0:00:00;;China Resources Power Holdings Co., Limited;НЕТ;Эмитенты с листингом в HKEX
97;857;PetroChina Company Limited;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE1000003W8;ESVUFB;100,00;0,01;HKD;05.10.2022 0:00:00;;PetroChina Company Limited;НЕТ;Эмитенты с листингом в HKEX
98;868;Xinyi Glass Holdings Limited;Акции;Акции иностранного эмитента обыкновенные;;KYG9828G1082;ESVUFR;100,00;0,02;HKD;05.12.2022 0:00:00;;Xinyi Glass Holdings Limited;НЕТ;Эмитенты с листингом в HKEX
99;881;Zhongsheng Group Holdings Limited;Акции;Акции иностранного эмитента обыкновенные;;KYG9894K1085;ESRUFR;10,00;0,05;HKD;12.10.2022 0:00:00;;Zhongsheng Group Holdings Limited;НЕТ;Эмитенты с листингом в HKEX
100;914;Anhui Conch Cement Company Limited;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE1000001W2;ESVUFB;10,00;0,05;HKD;08.02.2023 0:00:00;;Anhui Conch Cement Company Limited;НЕТ;Эмитенты с листингом в HKEX
101;916;China Longyuan Power Group Corporation Limited;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE100000HD4;ESVUFR;100,00;0,01;HKD;08.02.2023 0:00:00;;China Longyuan Power Group Corporation Limited;НЕТ;Эмитенты с листингом в HKEX
102;939;China Construction Bank Corporation;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE1000002H1;ESVUFB;100,00;0,01;HKD;05.12.2022 0:00:00;;China Construction Bank Corporation;НЕТ;Эмитенты с листингом в HKEX
103;960;Longfor Group Holdings Limited;Акции;Акции иностранного эмитента обыкновенные;;KYG5635P1090;ESVUFR;10,00;0,05;HKD;12.10.2022 0:00:00;;Longfor Group Holdings Limited;НЕТ;Эмитенты с листингом в HKEX
104;9618;JD.com, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;KYG8208B1014;ESVUFR;10,00;0,2;HKD;20.06.2022 0:00:00;;JD.com, Inc.;НЕТ;Эмитенты с листингом в HKEX
105;9626;Bilibili Inc.;Акции;Акции иностранного эмитента обыкновенные класса Z;;KYG1098A1013;ESVUFR;10,00;0,1;HKD;12.10.2022 0:00:00;;Bilibili Inc.;НЕТ;Эмитенты с листингом в HKEX
106;9633;Nongfu Spring Co., Ltd.;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE100004272;ESVUFR;10,00;0,05;HKD;05.12.2022 0:00:00;;Nongfu Spring Co., Ltd.;НЕТ;Эмитенты с листингом в HKEX
107;968;Xinyi Solar Holdings Limited;Акции;Акции иностранного эмитента обыкновенные;;KYG9829N1025;ESVUFR;100,00;0,02;HKD;12.10.2022 0:00:00;;Xinyi Solar Holdings Limited;НЕТ;Эмитенты с листингом в HKEX
108;9696;Tianqi Lithium Corporation;Акции;Акции иностранного эмитента обыкновенные класса H;;CNE100005F09;ESVUFR;10,00;0,05;HKD;08.02.2023 0:00:00;;Tianqi Lithium Corporation;НЕТ;Эмитенты с листингом в HKEX
109;9866;NIO Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;KYG6525F1028;ESVUFR;10,00;0,1;HKD;12.10.2022 0:00:00;;NIO Inc.;НЕТ;Эмитенты с листингом в HKEX
110;9868;XPeng Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;KYG982AW1003;ESVUFR;10,00;0,05;HKD;12.10.2022 0:00:00;;XPeng Inc.;НЕТ;Эмитенты с листингом в HKEX
111;9888;Baidu, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;KYG070341048;ESVUFR;10,00;0,1;HKD;12.10.2022 0:00:00;;Baidu, Inc.;НЕТ;Эмитенты с листингом в HKEX
112;992;Lenovo Group Limited;Акции;Акции иностранного эмитента обыкновенные;;HK0992009065;ESVUFR;100,00;0,01;HKD;12.10.2022 0:00:00;;Lenovo Group Limited;НЕТ;Эмитенты с листингом в HKEX
113;9988;Alibaba Group Holding Limited;Акции;Акции иностранного эмитента обыкновенные;;KYG017191142;ESVUFR;10,00;0,05;HKD;20.06.2022 0:00:00;;Alibaba Group Holding Limited;НЕТ;Эмитенты с листингом в HKEX
